date,time,record identifier,record identifier,latitude,longitude,maximum sustained wind (in knots),minimum pressure (millibars),wind radii NE,wind raddi SE,wind radii SW,wind radii NW,wind radii NE,win radii SE,wind radii SW,wind radii NW,wind radii NE,wind radii SE,wind radii SW,wind radii NW,
20200824,600,  , TS, 27.3N,  87.9W,50,1003,90,30,0,40,30,0,0,0,0,0,0,0,
20200824,1200,  , TS, 28.1N,  88.3W,45,1006,90,30,0,0,0,0,0,0,0,0,0,0,
20200824,1800,  , TS, 28.7N,  88.6W,40,1007,70,0,0,0,0,0,0,0,0,0,0,0,
20200825,0,  , TS, 28.9N,  89.3W,35,1006,70,0,0,0,0,0,0,0,0,0,0,0,
20200825,600,  , LO, 28.7N,  90.5W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
20200825,1200,  , LO, 28.6N,  91.4W,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200825,1800,  , LO, 29.1N,  92.3W,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL152020,               OMAR,27,,,,,,,,,,,,,,,,,,
20200830,1800,  , LO, 30.2N,  80.7W,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,
20200831,0,  , LO, 30.2N,  79.4W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
20200831,600,  , TD, 30.6N,  78.2W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200831,1200,  , TD, 31.5N,  77.4W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200831,1800,  , TD, 32.2N,  76.9W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
20200901,0,  , TD, 32.9N,  76.2W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
20200901,600,  , TD, 33.8N,  75.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200901,1200,  , TS, 34.6N,  73.7W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200901,1800,  , TS, 35.2N,  72.2W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200902,0,  , TS, 35.8N,  70.7W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200902,600,  , TS, 36.1N,  69.3W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200902,1200,  , TS, 36.2N,  68.0W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200902,1800,  , TS, 36.2N,  66.4W,35,1004,0,70,0,0,0,0,0,0,0,0,0,0,
20200903,0,  , TD, 36.2N,  64.8W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200903,600,  , TD, 36.1N,  63.0W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200903,1200,  , TD, 36.1N,  61.7W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200903,1800,  , TD, 35.6N,  60.5W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200904,0,  , TD, 35.3N,  59.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200904,600,  , TD, 35.3N,  58.8W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200904,1200,  , TD, 35.3N,  58.0W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200904,1800,  , TD, 35.3N,  57.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200905,0,  , TD, 35.5N,  57.3W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
20200905,600,  , TD, 36.0N,  57.3W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
20200905,1200,  , TD, 36.8N,  57.3W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200905,1800,  , LO, 37.7N,  57.1W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,
20200906,0,  , LO, 38.8N,  56.8W,30,1011,0,0,0,0,0,0,0,0,0,0,0,0,
20200906,600,  , LO, 40.4N,  55.6W,30,1012,0,0,0,0,0,0,0,0,0,0,0,0,
AL162020,               NANA,13,,,,,,,,,,,,,,,,,,
20200901,600,  , TS, 15.9N,  75.2W,35,1006,60,0,0,0,0,0,0,0,0,0,0,0,
20200901,1200,  , TS, 16.3N,  76.8W,40,1004,60,0,0,60,0,0,0,0,0,0,0,0,
20200901,1800,  , TS, 16.7N,  78.4W,50,1002,60,0,0,60,20,0,0,0,0,0,0,0,
20200902,0,  , TS, 17.0N,  80.1W,50,1000,60,30,0,60,20,0,0,0,0,0,0,0,
20200902,600,  , TS, 17.0N,  81.9W,50,998,60,30,0,60,20,0,0,20,0,0,0,0,
20200902,1200,  , TS, 17.1N,  83.7W,50,998,60,30,0,60,20,10,0,20,0,0,0,0,
20200902,1800,  , TS, 17.1N,  85.3W,50,998,60,30,0,60,20,10,0,20,0,0,0,0,
20200903,0,  , TS, 17.0N,  86.8W,60,994,60,40,20,60,20,20,0,10,0,0,0,0,
20200903,300, I, HU, 16.9N,  87.5W,65,994,60,40,20,60,20,20,0,20,10,0,0,10,
20200903,600, L, HU, 16.8N,  88.3W,65,994,60,40,20,60,20,20,0,20,10,0,0,10,
20200903,1200,  , TS, 16.4N,  89.6W,45,1001,40,40,20,40,0,0,0,0,0,0,0,0,
20200903,1800,  , TD, 16.1N,  90.5W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200904,0,  , LO, 15.8N,  91.4W,20,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL172020,           PAULETTE,88,,,,,,,,,,,,,,,,,,
20200907,0,  , TD, 16.9N,  41.3W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,600,  , TD, 17.0N,  41.8W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,1200,  , TS, 17.1N,  42.1W,35,1005,60,0,0,0,0,0,0,0,0,0,0,0,
20200907,1800,  , TS, 17.3N,  42.3W,35,1005,60,0,0,0,0,0,0,0,0,0,0,0,
20200908,0,  , TS, 17.6N,  42.4W,40,1004,70,0,0,50,0,0,0,0,0,0,0,0,
20200908,600,  , TS, 17.9N,  42.6W,45,1000,90,70,0,70,0,0,0,0,0,0,0,0,
20200908,1200,  , TS, 18.3N,  43.0W,50,997,90,70,20,70,40,0,0,30,0,0,0,0,
20200908,1800,  , TS, 18.6N,  43.7W,50,997,90,70,20,70,40,0,0,30,0,0,0,0,
20200909,0,  , TS, 18.9N,  44.5W,50,997,120,60,30,100,50,0,0,50,0,0,0,0,
20200909,600,  , TS, 19.2N,  45.2W,50,997,150,60,30,130,50,0,0,50,0,0,0,0,
20200909,1200,  , TS, 19.6N,  46.0W,50,996,180,60,60,170,60,0,0,60,0,0,0,0,
20200909,1800,  , TS, 20.0N,  46.8W,50,996,180,60,60,170,60,0,0,80,0,0,0,0,
20200910,0,  , TS, 20.4N,  47.6W,50,996,180,60,60,170,90,0,0,60,0,0,0,0,
20200910,600,  , TS, 20.8N,  48.3W,50,996,180,60,60,170,90,0,0,60,0,0,0,0,
20200910,1200,  , TS, 21.3N,  48.9W,45,998,180,70,60,170,0,0,0,0,0,0,0,0,
20200910,1800,  , TS, 21.8N,  49.6W,45,998,180,70,60,170,0,0,0,0,0,0,0,0,
20200911,0,  , TS, 22.3N,  50.3W,50,994,180,70,60,170,50,0,0,50,0,0,0,0,
20200911,600,  , TS, 22.8N,  51.1W,55,991,180,70,60,170,50,0,0,50,0,0,0,0,
20200911,1200,  , TS, 23.4N,  52.1W,55,990,180,70,60,170,50,0,0,50,0,0,0,0,
20200911,1800,  , TS, 24.3N,  53.1W,55,989,180,70,60,170,50,0,0,50,0,0,0,0,
20200912,0,  , TS, 25.4N,  54.3W,60,987,180,80,60,170,60,20,20,40,0,0,0,0,
20200912,600,  , TS, 26.4N,  55.6W,60,986,180,80,60,170,60,20,20,40,0,0,0,0,
20200912,1200,  , TS, 27.3N,  56.7W,60,985,180,80,60,170,60,20,20,40,0,0,0,0,
20200912,1800,  , TS, 28.0N,  57.8W,60,984,170,100,50,170,60,20,20,40,0,0,0,0,
20200913,0,  , HU, 28.6N,  59.1W,65,981,170,100,80,170,60,30,30,40,20,20,0,20,
20200913,600,  , HU, 29.1N,  60.3W,65,980,170,100,80,170,60,30,30,60,30,20,0,20,
20200913,1200,  , HU, 29.6N,  61.4W,70,976,170,100,80,170,80,50,40,80,50,20,0,30,
20200913,1800,  , HU, 30.2N,  62.6W,75,974,150,100,80,150,80,50,40,80,50,20,0,30,
20200914,0,  , HU, 30.9N,  63.6W,75,974,150,100,80,150,80,50,30,80,40,20,0,30,
20200914,600,  , HU, 31.8N,  64.4W,80,973,150,100,80,150,80,50,30,80,40,20,0,30,
20200914,850, L, HU, 32.3N,  64.7W,85,971,150,100,80,150,80,50,30,80,40,20,0,30,
20200914,1200,  , HU, 32.9N,  64.9W,85,968,150,100,80,150,80,50,30,80,40,20,0,30,
20200914,1800,  , HU, 33.9N,  64.4W,90,965,150,140,80,150,80,80,60,70,50,30,0,40,
20200915,0,  , HU, 35.1N,  63.3W,90,965,150,180,110,150,80,100,70,70,50,50,30,50,
20200915,600,  , HU, 36.3N,  62.0W,90,965,150,200,130,150,80,100,70,70,50,50,50,50,
20200915,1200,  , HU, 37.6N,  59.5W,90,965,150,200,130,180,80,100,70,70,50,50,50,50,
20200915,1800,  , HU, 38.7N,  56.7W,85,966,160,200,130,220,80,110,60,80,50,50,50,50,
20200916,0,  , HU, 40.0N,  54.0W,85,966,160,200,130,220,80,110,90,80,50,50,50,50,
20200916,600,  , HU, 41.2N,  50.8W,80,968,160,220,200,220,90,130,120,100,50,70,60,60,
20200916,1200,  , EX, 42.6N,  46.9W,75,973,160,220,200,220,90,130,120,100,50,70,60,60,
20200916,1800,  , EX, 44.3N,  43.1W,70,974,180,230,220,220,90,130,130,110,50,50,70,70,
20200917,0,  , EX, 45.9N,  39.3W,65,975,200,240,240,220,80,120,150,120,0,0,90,90,
20200917,600,  , EX, 47.0N,  36.5W,60,977,200,240,240,220,80,120,150,120,0,0,0,0,
20200917,1200,  , EX, 47.0N,  34.5W,55,979,190,180,240,220,0,90,130,130,0,0,0,0,
20200917,1800,  , EX, 46.6N,  33.0W,50,982,160,160,240,220,0,0,120,0,0,0,0,0,
20200918,0,  , EX, 46.0N,  31.8W,45,986,140,140,240,220,0,0,0,0,0,0,0,0,
20200918,600,  , EX, 44.6N,  31.4W,45,989,140,140,240,220,0,0,0,0,0,0,0,0,
20200918,1200,  , EX, 42.8N,  31.3W,40,997,0,0,200,200,0,0,0,0,0,0,0,0,
20200918,1800,  , EX, 41.0N,  31.2W,40,999,0,0,200,200,0,0,0,0,0,0,0,0,
20200919,0,  , EX, 39.1N,  31.1W,40,1002,0,0,0,120,0,0,0,0,0,0,0,0,
20200919,600,  , LO, 37.7N,  31.1W,40,1002,0,0,0,120,0,0,0,0,0,0,0,0,
20200919,1200,  , LO, 36.5N,  30.5W,40,1006,0,0,0,120,0,0,0,0,0,0,0,0,
20200919,1800,  , LO, 35.9N,  29.8W,35,1008,0,0,0,120,0,0,0,0,0,0,0,0,
20200920,0,  , LO, 35.7N,  29.5W,35,1008,80,0,0,90,0,0,0,0,0,0,0,0,
20200920,600,  , LO, 35.5N,  29.4W,35,1008,80,0,0,90,0,0,0,0,0,0,0,0,
20200920,1200,  , LO, 35.1N,  29.7W,35,1008,80,0,0,90,0,0,0,0,0,0,0,0,
20200920,1800,  , TS, 34.7N,  30.6W,35,1008,80,0,0,90,0,0,0,0,0,0,0,0,
20200921,0,  , TS, 34.1N,  31.2W,35,1008,0,0,80,90,0,0,0,0,0,0,0,0,
20200921,600,  , TS, 33.3N,  31.2W,35,1008,0,0,80,90,0,0,0,0,0,0,0,0,
20200921,1200,  , TS, 32.9N,  29.8W,35,1008,0,0,80,90,0,0,0,0,0,0,0,0,
20200921,1800,  , TS, 33.3N,  28.1W,40,1008,60,60,70,50,0,0,0,0,0,0,0,0,
20200922,0,  , TS, 33.8N,  26.3W,50,1004,30,70,60,30,0,30,0,0,0,0,0,0,
20200922,600,  , TS, 34.5N,  24.6W,50,1002,30,70,60,0,0,30,0,0,0,0,0,0,
20200922,1200,  , LO, 34.8N,  23.1W,40,1004,30,50,50,0,0,0,0,0,0,0,0,0,
20200922,1800,  , LO, 34.7N,  21.8W,35,1006,30,50,50,0,0,0,0,0,0,0,0,0,
20200923,0,  , LO, 34.8N,  20.5W,35,1006,30,50,50,0,0,0,0,0,0,0,0,0,
20200923,600,  , LO, 35.0N,  19.2W,40,1006,30,40,40,0,0,0,0,0,0,0,0,0,
20200923,1200,  , LO, 35.6N,  18.1W,45,1003,30,40,40,40,0,0,0,0,0,0,0,0,
20200923,1800,  , LO, 36.2N,  17.2W,45,1003,30,40,40,40,0,0,0,0,0,0,0,0,
20200924,0,  , LO, 36.2N,  16.7W,40,1008,30,40,40,50,0,0,0,0,0,0,0,0,
20200924,600,  , LO, 35.9N,  16.6W,35,1010,0,0,0,70,0,0,0,0,0,0,0,0,
20200924,1200,  , LO, 35.4N,  17.2W,35,1012,0,0,0,70,0,0,0,0,0,0,0,0,
20200924,1800,  , LO, 34.6N,  18.4W,35,1013,0,0,0,70,0,0,0,0,0,0,0,0,
20200925,0,  , LO, 33.7N,  19.8W,35,1016,0,0,0,70,0,0,0,0,0,0,0,0,
20200925,600,  , LO, 33.4N,  21.4W,30,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200925,1200,  , LO, 33.0N,  23.2W,30,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200925,1800,  , LO, 33.0N,  25.1W,30,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200926,0,  , LO, 33.2N,  26.8W,30,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200926,600,  , LO, 33.7N,  28.4W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200926,1200,  , LO, 34.6N,  29.5W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200926,1800,  , LO, 35.4N,  30.2W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200927,0,  , LO, 36.3N,  30.3W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200927,600,  , LO, 36.7N,  29.5W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200927,1200,  , LO, 37.0N,  28.4W,25,1017,0,0,0,0,0,0,0,0,0,0,0,0,
20200927,1800,  , LO, 36.9N,  27.3W,20,1018,0,0,0,0,0,0,0,0,0,0,0,0,
20200928,0,  , LO, 36.8N,  26.4W,20,1018,0,0,0,0,0,0,0,0,0,0,0,0,
20200928,600,  , LO, 36.5N,  25.8W,20,1018,0,0,0,0,0,0,0,0,0,0,0,0,
20200928,1200,  , LO, 36.1N,  25.5W,20,1018,0,0,0,0,0,0,0,0,0,0,0,0,
AL182020,               RENE,32,,,,,,,,,,,,,,,,,,
20200906,1800,  , LO, 14.6N,  18.1W,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,0,  , LO, 14.8N,  19.0W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,600,  , TD, 15.2N,  19.8W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,1200,  , TD, 15.6N,  20.7W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
20200907,1800,  , TS, 15.9N,  21.8W,35,1002,40,0,0,0,0,0,0,0,0,0,0,0,
20200908,0,  , TS, 16.1N,  22.9W,35,1001,40,0,0,0,0,0,0,0,0,0,0,0,
20200908,600,  , TS, 16.3N,  24.2W,35,1001,40,0,0,0,0,0,0,0,0,0,0,0,
20200908,1200,  , TS, 16.4N,  25.7W,35,1001,40,0,0,0,0,0,0,0,0,0,0,0,
20200908,1800,  , TD, 16.6N,  27.1W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
20200909,0,  , TD, 16.8N,  28.6W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200909,600,  , TD, 17.1N,  30.0W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200909,1200,  , TS, 17.3N,  31.2W,35,1003,0,0,0,60,0,0,0,0,0,0,0,0,
20200909,1800,  , TS, 17.6N,  32.4W,35,1003,0,0,0,60,0,0,0,0,0,0,0,0,
20200910,0,  , TS, 17.9N,  33.5W,35,1003,0,0,0,60,0,0,0,0,0,0,0,0,
20200910,600,  , TS, 18.1N,  34.4W,35,1003,0,0,0,60,0,0,0,0,0,0,0,0,
20200910,1200,  , TS, 18.4N,  35.3W,40,1002,60,20,0,60,0,0,0,0,0,0,0,0,
20200910,1800,  , TS, 18.8N,  36.3W,40,1002,60,20,0,60,0,0,0,0,0,0,0,0,
20200911,0,  , TS, 19.1N,  37.2W,35,1003,60,20,0,60,0,0,0,0,0,0,0,0,
20200911,600,  , TS, 19.5N,  38.2W,35,1003,60,20,0,60,0,0,0,0,0,0,0,0,
20200911,1200,  , TS, 19.9N,  39.3W,35,1004,60,0,0,60,0,0,0,0,0,0,0,0,
20200911,1800,  , TS, 20.4N,  40.6W,35,1004,60,0,0,60,0,0,0,0,0,0,0,0,
20200912,0,  , TS, 21.1N,  41.8W,35,1004,60,0,0,60,0,0,0,0,0,0,0,0,
20200912,600,  , TS, 21.9N,  42.9W,35,1004,50,0,0,50,0,0,0,0,0,0,0,0,
20200912,1200,  , TD, 22.8N,  44.0W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,1800,  , TD, 23.7N,  45.0W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,0,  , TD, 24.7N,  46.0W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,600,  , TD, 25.8N,  46.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,1200,  , TD, 26.7N,  47.3W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,1800,  , TD, 27.4N,  47.5W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200914,0,  , TD, 27.5N,  47.8W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200914,600,  , TD, 27.6N,  48.0W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
20200914,1200,  , TD, 27.5N,  48.4W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL192020,              SALLY,28,,,,,,,,,,,,,,,,,,
20200911,1800,  , TD, 25.4N,  78.6W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,0,  , TD, 25.6N,  79.4W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,600, L, TD, 25.6N,  80.2W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,1200,  , TS, 25.5N,  80.8W,35,1003,60,60,0,0,0,0,0,0,0,0,0,0,
20200912,1800,  , TS, 25.6N,  81.6W,35,1003,0,70,0,0,0,0,0,0,0,0,0,0,
20200913,0,  , TS, 26.0N,  82.5W,35,1003,30,80,0,0,0,0,0,0,0,0,0,0,
20200913,600,  , TS, 26.7N,  83.5W,45,1001,50,80,0,20,0,0,0,0,0,0,0,0,
20200913,1200,  , TS, 27.2N,  84.5W,50,996,70,90,0,30,30,0,0,0,0,0,0,0,
20200913,1800,  , TS, 27.6N,  85.4W,50,996,80,100,0,50,30,0,0,0,0,0,0,0,
20200914,0,  , TS, 27.9N,  86.0W,50,996,90,100,0,70,30,0,0,0,0,0,0,0,
20200914,600,  , TS, 28.2N,  86.5W,55,996,100,110,20,100,40,30,0,30,0,0,0,0,
20200914,1200,  , HU, 28.4N,  86.9W,65,991,110,110,20,100,50,30,0,30,20,0,0,0,
20200914,1800,  , HU, 28.6N,  87.3W,75,986,110,110,30,90,60,30,0,30,30,15,0,15,
20200915,0,  , HU, 28.7N,  87.7W,75,986,110,110,30,90,70,40,0,30,35,20,0,15,
20200915,600,  , HU, 28.8N,  88.0W,70,984,110,110,40,90,70,40,0,30,40,25,0,20,
20200915,1200,  , HU, 29.0N,  88.1W,70,982,110,110,50,90,70,40,0,40,40,25,0,25,
20200915,1800,  , HU, 29.3N,  88.1W,70,981,110,110,60,80,70,40,0,40,40,20,0,25,
20200916,0,  , HU, 29.6N,  88.0W,75,975,110,110,70,80,70,40,30,50,35,20,20,25,
20200916,600,  , HU, 29.9N,  87.9W,95,967,100,110,80,80,70,40,30,50,35,20,20,25,
20200916,945, L, HU, 30.3N,  87.7W,95,965,90,110,80,70,70,40,30,50,35,20,20,25,
20200916,1200,  , HU, 30.5N,  87.6W,85,967,80,130,80,60,60,40,30,40,30,25,20,20,
20200916,1800,  , TS, 31.1N,  87.2W,60,982,70,150,80,50,40,30,30,20,0,0,0,0,
20200917,0,  , TS, 31.6N,  86.7W,35,994,60,90,80,0,0,0,0,0,0,0,0,0,
20200917,600,  , TD, 32.1N,  86.1W,30,1000,0,0,0,0,0,0,0,0,0,0,0,0,
20200917,1200,  , EX, 32.6N,  85.2W,30,1003,0,0,0,0,0,0,0,0,0,0,0,0,
20200917,1800,  , EX, 33.2N,  83.8W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200918,0,  , EX, 33.7N,  82.3W,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,
20200918,600,  , EX, 34.1N,  80.8W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL202020,              TEDDY,49,,,,,,,,,,,,,,,,,,
20200912,600,  , TD, 11.0N,  31.4W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,1200,  , TD, 11.2N,  32.4W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200912,1800,  , TD, 11.4N,  33.3W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,0,  , TD, 11.6N,  34.2W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,600,  , TD, 11.9N,  35.1W,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,1200,  , TD, 12.2N,  36.2W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200913,1800,  , TD, 12.6N,  37.4W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
20200914,0,  , TS, 12.9N,  38.7W,35,1004,0,0,40,0,0,0,0,0,0,0,0,0,
20200914,600,  , TS, 12.9N,  40.4W,35,1004,0,0,40,40,0,0,0,0,0,0,0,0,
20200914,1200,  , TS, 12.9N,  42.1W,35,1004,50,30,0,50,0,0,0,0,0,0,0,0,
20200914,1800,  , TS, 12.9N,  43.4W,40,1003,80,40,0,70,0,0,0,0,0,0,0,0,
20200915,0,  , TS, 13.0N,  44.5W,45,1002,100,50,0,80,0,0,0,0,0,0,0,0,
20200915,600,  , TS, 13.4N,  45.5W,50,1001,100,50,20,120,20,0,0,0,0,0,0,0,
20200915,1200,  , TS, 13.8N,  46.6W,55,999,140,60,40,160,30,0,0,30,0,0,0,0,
20200915,1800,  , TS, 14.2N,  47.4W,55,997,140,80,40,160,30,0,0,30,0,0,0,0,
20200916,0,  , HU, 14.7N,  48.0W,65,987,140,80,40,150,40,30,0,30,20,0,0,0,
20200916,600,  , HU, 15.4N,  48.6W,80,978,140,80,40,150,40,30,20,30,20,10,10,20,
20200916,1200,  , HU, 16.1N,  49.3W,85,972,170,90,40,150,50,50,20,50,25,25,10,20,
20200916,1800,  , HU, 16.8N,  50.2W,85,972,190,100,70,170,60,50,30,60,30,25,10,30,
20200917,0,  , HU, 17.4N,  51.1W,85,970,220,100,80,170,60,50,50,70,30,25,20,30,
20200917,600,  , HU, 18.1N,  52.0W,90,966,220,100,80,170,60,50,50,70,30,25,20,30,
20200917,1200,  , HU, 18.9N,  52.8W,100,960,220,120,80,170,70,50,50,70,30,30,20,40,
20200917,1800,  , HU, 19.7N,  53.7W,115,948,200,150,90,180,90,60,50,80,40,40,35,50,
20200918,0,  , HU, 20.4N,  54.4W,120,945,200,150,90,180,90,60,50,80,40,40,35,50,
20200918,600,  , HU, 21.1N,  55.1W,115,946,200,150,120,150,90,60,70,90,50,40,40,50,
20200918,1200,  , HU, 21.7N,  55.8W,110,947,200,150,120,150,90,60,70,90,50,40,40,50,
20200918,1800,  , HU, 22.5N,  56.5W,105,949,200,150,120,150,90,60,70,90,50,40,40,50,
20200919,0,  , HU, 23.5N,  57.2W,105,945,200,170,120,150,90,60,70,90,50,40,40,50,
20200919,600,  , HU, 24.4N,  57.9W,100,947,200,200,140,150,110,70,70,90,50,40,40,50,
20200919,1200,  , HU, 25.4N,  58.7W,100,950,200,200,140,150,130,90,80,90,50,40,40,50,
20200919,1800,  , HU, 26.2N,  59.7W,100,953,200,200,140,150,130,90,80,90,60,40,40,50,
20200920,0,  , HU, 26.9N,  60.8W,95,956,180,180,180,180,120,120,80,100,70,70,40,60,
20200920,600,  , HU, 27.5N,  61.9W,90,958,180,180,180,180,120,120,80,100,70,70,40,60,
20200920,1200,  , HU, 28.0N,  62.6W,85,963,180,180,180,180,120,100,80,100,70,60,30,60,
20200920,1800,  , HU, 28.5N,  63.3W,80,964,200,200,150,170,120,110,70,100,70,60,30,60,
20200921,0,  , HU, 29.0N,  63.7W,80,963,200,200,150,170,120,110,70,100,70,60,30,60,
20200921,600,  , HU, 29.7N,  63.5W,80,962,200,200,150,150,110,110,60,80,70,60,30,50,
20200921,1200,  , HU, 30.5N,  62.9W,80,960,200,200,150,150,110,110,60,80,70,70,20,50,
20200921,1800,  , HU, 32.2N,  61.8W,80,958,240,240,180,150,120,120,60,80,70,70,20,50,
20200922,0,  , HU, 34.6N,  61.4W,85,956,240,240,180,150,120,120,60,80,90,80,20,50,
20200922,600,  , HU, 37.6N,  62.1W,90,952,300,300,180,180,150,120,120,150,90,90,50,80,
20200922,1200,  , HU, 39.1N,  63.5W,90,949,470,390,270,280,240,120,130,210,90,90,80,110,
20200922,1800,  , HU, 40.3N,  64.2W,80,952,470,390,270,280,240,120,130,210,80,80,80,110,
20200923,0,  , HU, 41.8N,  64.2W,65,954,470,390,270,280,240,120,130,210,80,80,80,110,
20200923,600,  , EX, 43.2N,  63.3W,60,957,450,350,250,250,200,100,120,200,0,0,0,0,
20200923,1200,  , EX, 45.0N,  62.1W,55,964,180,180,120,180,70,80,0,0,0,0,0,0,
20200923,1800,  , EX, 47.4N,  60.4W,50,974,120,180,150,180,0,60,0,0,0,0,0,0,
20200924,0,  , EX, 49.7N,  58.2W,45,975,120,180,150,180,0,0,0,0,0,0,0,0,
20200924,600,  , EX, 52.8N,  55.8W,40,977,0,210,0,0,0,0,0,0,0,0,0,0,
AL212020,              VICKY,24,,,,,,,,,,,,,,,,,,
20200914,0,  , TD, 17.5N,  28.2W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
20200914,600,  , TS, 18.0N,  28.3W,35,1006,90,70,0,0,0,0,0,0,0,0,0,0,
20200914,1200,  , TS, 18.5N,  28.6W,40,1003,90,70,0,0,0,0,0,0,0,0,0,0,
20200914,1800,  , TS, 19.0N,  29.1W,45,1002,90,70,0,0,0,0,0,0,0,0,0,0,
20200915,0,  , TS, 19.5N,  29.6W,45,1002,90,70,0,0,0,0,0,0,0,0,0,0,
20200915,600,  , TS, 20.0N,  30.1W,45,1002,90,70,0,0,0,0,0,0,0,0,0,0,
20200915,1200,  , TS, 20.5N,  30.8W,45,1001,100,80,0,0,0,0,0,0,0,0,0,0,
20200915,1800,  , TS, 21.0N,  31.6W,45,1001,100,80,0,0,0,0,0,0,0,0,0,0,
20200916,0,  , TS, 21.4N,  32.6W,45,1004,70,50,30,70,0,0,0,0,0,0,0,0,
20200916,600,  , TS, 21.5N,  33.5W,40,1005,60,30,30,70,0,0,0,0,0,0,0,0,
20200916,1200,  , TS, 21.4N,  34.3W,35,1007,60,30,20,70,0,0,0,0,0,0,0,0,
20200916,1800,  , TS, 21.5N,  35.0W,35,1007,60,30,20,70,0,0,0,0,0,0,0,0,
20200917,0,  , TS, 21.6N,  35.6W,35,1007,60,0,0,60,0,0,0,0,0,0,0,0,
